,Date,Open,High,Low,Close,Adj Close,Volume
0,2021-04-30,57.610001000000004,58.43,57.07,57.529999,55.989826,30731800
1,2021-05-03,57.860001000000004,57.880001,56.84,57.259997999999996,55.727062,22281700
2,2021-05-04,56.880001,56.98,55.810001,56.900002,55.376701000000004,35323600
3,2021-05-05,56.959998999999996,57.299999,56.459998999999996,56.849998,55.328037,21001900
4,2021-05-06,56.619999,57.25,56.25,57.189999,56.001743000000005,25529300
5,2021-05-07,57.700001,58.009997999999996,57.240002000000004,57.669998,56.47176700000001,19959000
6,2021-05-10,57.150002,57.23,55.880001,55.970001,54.807095,35046500
7,2021-05-11,55.049999,55.630001,54.299999,55.040001000000004,53.89641999999999,35968100
8,2021-05-12,54.389998999999996,54.650002,53.419998,53.619999,52.505917000000004,30232300
9,2021-05-13,54.040001000000004,54.389998999999996,53.459998999999996,54.009997999999996,52.887814,29192500
10,2021-05-14,54.599998,55.849998,54.259997999999996,55.349998,54.199974,28158300
11,2021-05-17,55.290001000000004,55.889998999999996,54.759997999999996,55.330002,54.180393,20010200
12,2021-05-18,55.950001,56.139998999999996,54.799999,54.84,53.700573,18703400
13,2021-05-19,54.07,55.43,53.84,55.360001000000004,54.20976999999999,23769700
14,2021-05-20,55.57,56.240002000000004,55.360001000000004,55.950001,54.787514,23145200
15,2021-05-21,56.419998,56.709998999999996,55.98,56.080002,54.914809999999996,17723100
16,2021-05-24,56.650002,57.389998999999996,56.400002,56.959998999999996,55.776524,19164400
17,2021-05-25,57.560001,57.560001,56.419998,56.869999,55.688393000000005,22309900
18,2021-05-26,57.049999,57.23,56.59,56.919998,55.737354,15173600
19,2021-05-27,57.110001000000004,57.880001,57.0,57.73,56.53052099999999,32387600
20,2021-05-28,57.549999,57.650002,56.939999,57.119999,55.933197,20303900
21,2021-06-01,57.610001000000004,57.82,56.59,56.889998999999996,55.707981000000004,20326400
22,2021-06-02,56.91,57.689999,56.759997999999996,57.48,56.285720999999995,18483600
23,2021-06-03,56.98,57.099998,56.09,56.240002000000004,55.071484,21831300
24,2021-06-04,56.549999,57.75,56.540001000000004,57.369999,56.178005000000006,21493800
25,2021-06-07,57.41,57.439999,56.779999,57.09,55.903819999999996,17364400
26,2021-06-08,57.450001,57.639998999999996,56.599998,57.0,55.815693,33254500
27,2021-06-09,57.360001000000004,57.48,56.970001,57.0,55.815693,13904800
28,2021-06-10,57.150002,58.029999,56.93,57.380001,56.187798,26738100
29,2021-06-11,57.470001,57.939999,56.950001,57.849998,56.648029,18119700
30,2021-06-14,58.02,58.200001,57.23,58.189999,56.980965000000005,21784500
31,2021-06-15,58.209998999999996,58.419998,57.799999,57.990002000000004,56.785126,20806500
32,2021-06-16,58.150002,58.369999,56.77,57.220001,56.031124,21879700
33,2021-06-17,57.049999,57.900002,56.700001,57.18,55.991955000000004,21498800
34,2021-06-18,56.68,56.75,55.099998,55.669998,54.513329000000006,55118300
35,2021-06-21,55.75,56.040001000000004,55.369999,55.869999,54.709167,19254600
36,2021-06-22,55.939999,56.279999,55.5,55.869999,54.709167,18682800
37,2021-06-23,55.869999,55.970001,55.23,55.259997999999996,54.11184300000001,20287900
38,2021-06-24,55.490002000000004,56.099998,55.34,56.07,54.905014,21209700
39,2021-06-25,56.02,56.41,55.75,55.91,54.748337,21101200
40,2021-06-28,56.360001000000004,57.73,56.34,57.48,56.285720999999995,22480900
41,2021-06-29,57.549999,57.830002,55.880001,56.75,55.570885,26360000
42,2021-06-30,56.34,56.380001,55.389998999999996,56.139998999999996,54.97356,29891600
43,2021-07-01,56.130001,56.639998999999996,55.869999,56.009997999999996,54.84626,24871600
44,2021-07-02,56.549999,56.990002000000004,56.32,56.759997999999996,55.580673,17219400
45,2021-07-06,56.919998,57.009997999999996,55.700001,56.09,54.924599,26186600
46,2021-07-07,56.369999,56.450001,55.709998999999996,55.959998999999996,54.797302,14857400
47,2021-07-08,55.310001,55.720001,54.790001000000004,55.389998999999996,54.239146999999996,19162000
48,2021-07-09,55.509997999999996,56.110001000000004,55.310001,55.990002000000004,54.826679000000006,18708000
49,2021-07-12,56.259997999999996,56.759997999999996,56.110001000000004,56.73,55.5513,15392800
50,2021-07-13,56.619999,57.299999,56.34,56.869999,55.688393000000005,15716000
51,2021-07-14,57.169998,57.459998999999996,56.330002,56.52,55.345665000000004,16263600
52,2021-07-15,56.400002,56.400002,55.57,55.810001,54.650417000000004,18917000
53,2021-07-16,56.049999,56.93,54.900002,54.970001,53.82786899999999,25263800
54,2021-07-19,54.41,54.810001,53.970001,54.639998999999996,53.504726,27007700
55,2021-07-20,54.919998,55.560001,54.27,55.240002000000004,54.092262,19867000
56,2021-07-21,55.18,56.279999,55.009997999999996,56.23,55.061687,18497200
57,2021-07-22,56.060001,56.540001000000004,55.68,55.959998999999996,54.797302,36691000
58,2021-07-23,54.580002,54.709998999999996,52.32,53.0,51.8988,67742300
59,2021-07-26,52.810001,54.540001000000004,52.759997999999996,54.310001,53.181582999999996,32881200
60,2021-07-27,53.119999,53.200001,52.310001,53.18,52.075058,39878000
61,2021-07-28,53.029999,53.919998,52.939999,53.07,51.967346,28478800
62,2021-07-29,53.48,54.099998,53.32,53.700001,52.584258999999996,16886600
63,2021-07-30,53.650002,53.900002,53.25,53.720001,52.603840000000005,16465700
64,2021-08-02,53.990002000000004,54.470001,53.540001000000004,53.68,52.564671,18098100
65,2021-08-03,53.889998999999996,54.16,53.259997999999996,54.060001,52.936775,16375900
66,2021-08-04,54.25,54.439999,53.700001,53.900002,52.780102,17612700
67,2021-08-05,53.990002000000004,54.02,53.580002,53.889998999999996,53.113228,15310000
68,2021-08-06,53.860001000000004,54.130001,53.73,53.919998,53.142796,19256000
69,2021-08-09,54.080002,54.41,53.830002,54.049999,53.27092,14670100
70,2021-08-10,54.240002000000004,54.389998999999996,53.509997999999996,53.939999,53.16250600000001,16215700
71,2021-08-11,54.259997999999996,54.360001000000004,53.84,54.139998999999996,53.359627,18590800
72,2021-08-12,54.169998,54.18,53.259997999999996,53.540001000000004,52.768276,15070100
73,2021-08-13,53.5,53.560001,53.060001,53.490002000000004,52.718993999999995,15281100
74,2021-08-16,53.23,53.490002000000004,53.0,53.470001,52.699284,17690300
75,2021-08-17,53.169998,53.18,52.220001,52.689999,51.930523,22014900
